crop_name,dataset,class_label,voxel_size,translation,shape
50,jrc_hela-3,lyso_lum,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,lyso_mem,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,ves,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,np,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,mt_in,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,perox,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,nucpl,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,ne_lum,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,mito_mem,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,ves_mem,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,mito_lum,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,ne_mem,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,ld,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,ne,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,perox_mem,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,hchrom,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,eres,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,golgi,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,np_out,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,pm,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,er_lum,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,endo,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,ne_mem_all,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,mito,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,er,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,ves_lum,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,er_mem,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,eres_mem,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,lyso,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,cyto,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,mt_out,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,ld_mem,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,nuc,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,chrom,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,ld_lum,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,eres_lum,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
50,jrc_hela-3,cell,[1.62;2.0;2.0],[21405.870000000003;327.0;37091.0],[512;512;512]
51,jrc_hela-3,echrom,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,mito_ribo,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,er_mem_all,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,ecs,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,golgi_mem,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,golgi_lum,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,np_in,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,endo_lum,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,endo_mem,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,mt,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,perox_lum,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,lyso_lum,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,lyso_mem,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,ves,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,np,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,mt_in,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,perox,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,nucpl,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,ne_lum,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,mito_mem,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,ves_mem,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,mito_lum,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,ne_mem,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,ld,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,ne,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,perox_mem,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,hchrom,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,eres,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,golgi,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,np_out,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,pm,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,er_lum,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,endo,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,ne_mem_all,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,mito,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,er,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,ves_lum,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,er_mem,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,eres_mem,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,lyso,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,cyto,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,mt_out,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,ld_mem,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,nuc,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,chrom,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,ld_lum,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,eres_lum,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
51,jrc_hela-3,cell,[1.62;2.0;2.0],[23858.550000000003;331.0;10735.0],[512;512;512]
60,jrc_hela-3,echrom,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,mito_ribo,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,er_mem_all,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,ecs,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,golgi_mem,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,golgi_lum,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,np_in,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,endo_lum,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,endo_mem,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,mt,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,perox_lum,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,lyso_lum,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,lyso_mem,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,ves,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,np,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,mt_in,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,perox,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,nucpl,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,ne_lum,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,mito_mem,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,ves_mem,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,mito_lum,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,ne_mem,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,ld,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,ne,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,perox_mem,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,hchrom,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,eres,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,golgi,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,np_out,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,pm,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,er_lum,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,endo,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,ne_mem_all,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,mito,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,er,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,ves_lum,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,er_mem,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,eres_mem,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,lyso,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,cyto,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,mt_out,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,ld_mem,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,nuc,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,chrom,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,ld_lum,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,eres_lum,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
60,jrc_hela-3,cell,[1.62;2.0;2.0],[18519.030000000002;2039.0;7751.0],[400;400;400]
61,jrc_hela-3,echrom,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,mito_ribo,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,er_mem_all,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,ecs,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,golgi_mem,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,golgi_lum,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,np_in,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,endo_lum,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,endo_mem,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,mt,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,perox_lum,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,lyso_lum,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,lyso_mem,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,ves,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,np,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,mt_in,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,perox,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,nucpl,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,ne_lum,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,mito_mem,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,ves_mem,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,mito_lum,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,ne_mem,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,ld,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,ne,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,perox_mem,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,hchrom,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,eres,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,golgi,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,np_out,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,pm,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,er_lum,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,endo,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,ne_mem_all,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,mito,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,er,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,ves_lum,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,er_mem,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,eres_mem,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,lyso,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,cyto,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,mt_out,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,ld_mem,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,nuc,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,chrom,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,ld_lum,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,eres_lum,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
61,jrc_hela-3,cell,[1.62;2.0;2.0],[13565.070000000002;2259.0;43895.0],[400;400;400]
62,jrc_hela-3,echrom,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,mito_ribo,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,er_mem_all,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,ecs,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,golgi_mem,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,golgi_lum,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,np_in,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,endo_lum,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,endo_mem,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,mt,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,perox_lum,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,lyso_lum,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,lyso_mem,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,ves,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,np,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,mt_in,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,perox,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,nucpl,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,ne_lum,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,mito_mem,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,ves_mem,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,mito_lum,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,ne_mem,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,ld,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,ne,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,perox_mem,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,hchrom,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,eres,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,golgi,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,np_out,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,pm,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,er_lum,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,endo,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,ne_mem_all,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,mito,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,er,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,ves_lum,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,er_mem,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,eres_mem,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,lyso,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,cyto,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,mt_out,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,ld_mem,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,nuc,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,chrom,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,ld_lum,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,eres_lum,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
62,jrc_hela-3,cell,[1.62;2.0;2.0],[12800.43;2435.0;6415.0],[400;400;400]
63,jrc_hela-3,echrom,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,mito_ribo,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,er_mem_all,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,ecs,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,golgi_mem,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,golgi_lum,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,np_in,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,endo_lum,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,endo_mem,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,mt,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,perox_lum,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,lyso_lum,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,lyso_mem,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,ves,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,np,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,mt_in,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,perox,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,nucpl,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,ne_lum,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,mito_mem,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,ves_mem,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,mito_lum,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,ne_mem,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,ld,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
63,jrc_hela-3,ne,[1.62;2.0;2.0],[37369.350000000006;2591.0;25599.0],[400;400;400]
